order_id,customer_id,product_id,revenue,quantity,unit_price,status,payment_method,region,order_date
1192,38.0,223,237.57,1,26.64,Complete,debitcard,northeast,2023-11-24
1193,24.0,211,126.68,3,65.82,Complete,giftcard,south,2023-07-09
1194,69.0,217,207.45,5,75.07,Complete,giftcard,south,2023-02-04
1195,70.0,202,256.35,4,46.94,Complete,paypal,midwest,2023-05-27
1196,11.0,227,74.79,3,47.21,Complete,paypal,east,2023-01-30
1200,70.0,218,142.76,3,37.35,Complete,paypal,midwest,2023-12-10
1201,3.0,210,64.63,3,49.8,Complete,debitcard,east,2023-09-27
1202,20.0,204,77.93,4,29.45,Complete,creditcard,south,2023-06-03
1203,59.0,211,203.61,1,42.89,Cancelled,creditcard,east,2023-04-12
1205,19.0,200,132.18,3,44.45,Return,creditcard,east,2023-05-30
1207,19.0,207,71.98,5,55.28,Complete,giftcard,midwest,2023-04-20
1208,20.0,209,195.04,1,48.62,Cancelled,debitcard,west,2023-10-02
1209,71.0,210,109.17,2,57.54,Complete,giftcard,northeast,2023-07-20
1210,52.0,211,151.11,4,55.75,Complete,debitcard,midwest,2023-10-11
1213,39.0,211,171.16,3,61.52,Complete,giftcard,midwest,2023-07-25
1216,57.0,228,262.68,1,88.9,Complete,giftcard,south,2023-09-08
1218,23.0,217,214.25,5,48.76,Cancelled,debitcard,west,2023-05-01
1219,31.0,202,308.12,3,44.4,Complete,paypal,midwest,2023-10-02
1220,42.0,222,14.63,2,72.65,Complete,creditcard,east,2023-04-30
1221,7.0,216,140.23,1,74.61,Cancelled,debitcard,west,2023-11-13
1222,16.0,225,243.28,2,59.0,Complete,paypal,east,2023-06-13
1223,60.0,207,184.77,2,67.0,Complete,creditcard,south,2023-10-13
1224,2.0,228,227.84,5,30.84,Complete,creditcard,east,2023-09-22
1225,1.0,225,3867.4999999999995,1,26.77,Complete,debitcard,south,2023-11-16
1226,48.0,209,206.49,1,68.69,Return,debitcard,west,2023-06-10
1227,12.0,225,188.32,1,48.1,Complete,creditcard,east,2023-11-04
1228,69.0,229,159.98,1,61.24,Return,creditcard,midwest,2023-03-30
1229,37.0,201,219.08,1,39.24,Complete,paypal,midwest,2023-05-22
1230,32.0,218,225.32,5,74.85,Complete,giftcard,south,2023-07-22
1231,9.0,208,169.11,3,26.89,Complete,paypal,midwest,2023-11-05
1232,19.0,206,163.43,2,29.22,Complete,debitcard,midwest,2023-08-15
1233,48.0,203,167.56,1,71.66,Complete,paypal,south,2023-11-30
1234,3.0,225,537.93,3,10.85,Cancelled,paypal,midwest,2023-08-10
1235,20.0,220,168.43,3,55.68,Cancelled,paypal,south,2023-02-10
1236,24.0,217,221.73,2,48.39,Complete,paypal,west,2023-07-15
1237,54.0,212,355.66,5,38.96,Return,giftcard,east,2023-03-09
1238,33.0,210,265.33,4,47.0,Cancelled,giftcard,east,2023-09-21
1239,24.0,228,175.55,4,37.29,Complete,creditcard,west,2023-01-02
1242,36.0,224,47.14,4,39.71,Complete,paypal,east,2023-04-20
1243,38.0,220,124.39,3,54.13,Complete,creditcard,west,2023-03-27
1244,25.0,228,59.69,5,30.12,Complete,creditcard,west,2023-04-30
1245,18.0,224,150.74,4,66.1,Cancelled,giftcard,northeast,2023-05-07
1246,66.0,203,201.38,3,65.71,Complete,giftcard,west,2023-09-12
1247,54.0,209,325.73,3,45.57,Complete,paypal,east,2023-07-02
1248,35.0,204,224.52,1,50.25,Return,debitcard,west,2023-01-16
1251,33.0,202,34.16,2,73.19,Cancelled,giftcard,east,2023-09-25
1252,68.0,216,217.67,1,38.5,Complete,debitcard,west,2023-02-04
1253,33.0,202,257.81,1,38.6,Complete,paypal,midwest,2023-09-24
1254,14.0,215,89.11,4,47.74,Complete,giftcard,west,2023-03-05
1255,21.0,203,285.78,3,64.93,Complete,paypal,south,2023-02-19
1256,48.0,217,225.39,5,41.13,Complete,creditcard,south,2023-09-12
1258,8.0,206,247.46,5,36.7,Complete,creditcard,west,2023-11-21
1259,7.0,223,370.3,1,56.36,Complete,paypal,midwest,2023-10-31
1260,67.0,222,213.64,2,82.85,Complete,giftcard,midwest,2023-10-03
1262,33.0,204,165.55,4,30.55,Complete,debitcard,west,2023-06-21
1264,76.0,216,262.28,2,25.45,Complete,giftcard,west,2023-11-20
1265,59.0,222,135.79,1,68.09,Complete,creditcard,east,2023-02-04
1266,22.0,212,205.37,5,72.42,Complete,giftcard,west,2023-08-04
1267,30.0,222,406.84,2,52.67,Cancelled,creditcard,midwest,2023-03-06
1268,38.0,224,235.92,2,42.98,Complete,paypal,south,2023-01-08
1270,54.0,208,277.82,2,52.61,Complete,giftcard,west,2023-12-09
1271,8.0,229,161.75,5,66.34,Complete,giftcard,south,2023-11-28
1272,27.0,216,179.76,2,42.25,Complete,paypal,east,2023-03-17
1273,27.0,216,126.59,5,50.66,Return,paypal,south,2023-06-23
1275,30.0,219,228.3,3,59.44,Complete,debitcard,west,2023-01-15
1276,28.0,215,256.77,2,52.86,Unknown,debitcard,midwest,2023-12-27
1277,64.0,224,130.84,3,36.58,Complete,paypal,west,2023-05-27
1278,69.0,221,265.22,5,36.78,Cancelled,creditcard,west,2023-01-26
1279,61.0,212,301.67,2,74.24,Cancelled,debitcard,east,2023-11-04
1280,48.0,226,5775.25,4,79.58,Cancelled,creditcard,midwest,2023-04-03
1282,4.0,216,141.97,2,51.02,Complete,debitcard,south,2023-01-21
1285,-1.0,228,312.2,1,24.89,Complete,paypal,east,2023-10-03
1287,44.0,218,308.58,4,18.68,Complete,creditcard,west,2023-06-28
1291,37.0,227,209.69,3,37.85,Complete,giftcard,east,2023-01-28
1292,24.0,213,208.2,5,43.12,Cancelled,giftcard,east,2023-09-17
1293,-1.0,219,254.43,3,41.09,Complete,debitcard,west,2023-03-17
1294,53.0,218,236.08,2,48.46,Complete,debitcard,east,2023-03-08
1295,60.0,225,216.79,4,49.6,Complete,debitcard,west,2023-12-08
1296,63.0,214,140.71,1,60.03,Complete,debitcard,west,2023-07-13
1297,32.0,215,235.36,4,42.25,Complete,debitcard,east,2023-06-11
